folder,workbook,exercise,set_id,rep_id,kg,borg,completed,raw_value
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,1,2,10.5,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,1,3,10.5,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,1,4,10.5,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,1,5,10.5,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,1,6,10.5,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,1,7,10.5,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,1,8,10.5,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,1,9,10.5,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,1,10,10.5,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,1,11,10.5,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,2,0,10.5,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,2,1,10.5,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,2,2,10.5,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,2,3,10.5,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,2,4,10.5,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,2,5,10.5,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,2,6,10.5,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,2,7,10.5,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,2,8,10.5,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,2,9,10.5,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,2,10,10.5,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_rdl,2,11,10.5,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,0,0,8.0,1.0,True,1.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,0,1,8.0,1.0,True,1.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,0,2,8.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,0,3,8.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,0,4,8.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,0,5,8.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,0,6,8.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,0,7,8.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,0,8,8.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,0,9,8.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,0,10,8.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,0,11,8.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,1,0,8.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,1,1,8.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,1,2,8.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,1,3,8.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,1,4,8.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,1,5,8.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,1,6,8.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,1,7,8.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,1,8,8.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,1,9,8.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,1,10,8.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,1,11,8.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,2,0,8.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,2,1,8.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,2,2,8.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,2,3,8.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,2,4,8.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,2,5,8.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,2,6,8.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,2,7,8.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,2,8,8.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,2,9,8.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,2,10,8.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_weighted_crunch,2,11,8.0,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,0,0,5.0,1.0,True,1.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,0,1,5.0,1.0,True,1.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,0,2,5.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,0,3,5.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,0,4,5.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,0,5,5.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,0,6,5.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,0,7,5.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,0,8,5.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,0,9,5.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,0,10,5.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,0,11,5.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,1,0,5.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,1,1,5.0,3.0,True,3.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,1,2,5.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,1,3,5.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,1,4,5.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,1,5,5.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,1,6,5.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,1,7,5.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,1,8,5.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,1,9,5.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,1,10,5.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,1,11,5.0,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,2,0,5.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,2,1,5.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,2,2,5.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,2,3,5.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,2,4,5.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,2,5,5.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,2,6,5.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,2,7,5.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,2,8,5.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,2,9,5.0,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,2,10,5.0,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_shoulder_press,2,11,5.0,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,0,0,5.0,1.0,True,1.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,0,1,5.0,1.0,True,1.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,0,2,5.0,1.0,True,1.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,0,3,5.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,0,4,5.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,0,5,5.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,0,6,5.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,0,7,5.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,0,8,5.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,0,9,5.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,0,10,5.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,0,11,5.0,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,1,0,5.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,1,1,5.0,4.0,True,4.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,1,2,5.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,1,3,5.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,1,4,5.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,1,5,5.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,1,6,5.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,1,7,5.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,1,8,5.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,1,9,5.0,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,1,10,5.0,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,1,11,5.0,9.0,True,9.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,3,0,5.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,3,1,5.0,5.0,True,5.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,3,2,5.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,3,3,5.0,6.0,True,6.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,3,4,5.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,3,5,5.0,7.0,True,7.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,3,6,5.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,3,7,5.0,8.0,True,8.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout.xlsx,db_biceps_curl,3,8,5.0,9.0,True,9.0
